contador,fecha,hora,humedad,temperatura,acelX,acelY,acelZ,gyroX,gyroY,gyroZ,pitch,roll,maltrato
1340,1/1/2000,0:0:0,46.00,33.90,-459,-967,3884,-51,-153,-134,5.12,-8.21,0
1341,1/1/2000,0:0:0,46.00,33.90,-574,-918,3906,-322,134,-28,5.09,-8.21,0
1342,1/1/2000,0:0:0,46.00,33.90,-348,-972,3626,-398,-247,-13,5.06,-8.21,0
1343,1/1/2000,0:0:0,46.00,33.90,-474,-992,3595,-92,-98,-69,5.03,-8.21,0
1344,1/1/2000,0:0:0,46.00,33.90,-537,-911,3633,79,113,102,5.01,-8.20,0
1345,1/1/2000,0:0:0,46.00,33.90,-351,-1003,3696,71,173,53,4.99,-8.20,0
1346,1/1/2000,0:0:0,46.00,33.90,-387,-974,3614,-6,312,78,4.97,-8.20,0
1347,1/1/2000,0:0:0,46.00,33.90,-383,-973,3616,-63,325,-98,4.95,-8.19,0
1348,1/1/2000,0:0:0,46.00,33.90,-540,-1024,3723,-110,171,48,4.93,-8.18,0
1349,1/1/2000,0:0:0,46.00,33.90,-441,-1038,3674,-187,-176,-71,4.91,-8.17,0
1350,1/1/2000,0:0:0,46.00,33.90,-535,-1002,3753,63,-221,-13,4.89,-8.17,0
1351,1/1/2000,0:0:0,46.00,33.90,-531,-959,3546,-175,253,228,4.87,-8.16,0
1352,1/1/2000,0:0:0,46.00,33.90,-396,-981,3518,90,304,88,4.85,-8.15,0
1353,1/1/2000,0:0:0,46.00,33.90,-466,-1082,3840,88,-26,111,4.84,-8.15,0
1354,1/1/2000,0:0:0,46.00,33.90,-529,-1084,3594,19,51,55,4.82,-8.14,0
1355,1/1/2000,0:0:0,46.00,33.90,-565,-1054,3659,-22,149,-15,4.81,-8.13,0
1356,1/1/2000,0:0:0,46.00,33.90,-529,-1000,3587,37,140,-12,4.80,-8.12,0
1357,1/1/2000,0:0:0,46.00,33.90,-533,-1002,3698,-79,23,13,4.78,-8.11,0
